Nh,BOOK,"(0, 1)","(1, 2)",﻿,《军阀治世》,"['\ufeff', '《军阀治世》']",军阀治世.txt
Ns,Ns,"(2, 3)","(8, 9)",辽东半岛,山东,"['此时', '的', '辽东半岛', '东部', '和', '南部', '已经', '被', '山东', '军', '攻克', '，', '镇江', '到', '辽东半岛', '这片', '区域', '也', '已经', '攻克', '，', '只要', '封锁', '了', '登州', '到', '辽东半岛', '这', '条', '通道', '，', '就', '能', '封锁', '清军', '返回', '辽东', '的', '路线', '，', '这些', '战船', '无论是', '逃', '到', '辽东半岛', '，', '还是', '跑', '到', '鸭绿江', '，', '或', '亦', '是', '漂流', '过去', '的', '，', '大多', '都', '会', '被', '山东', '军', '俘获', '。']",军阀治世.txt
Ns,Ns,"(8, 9)","(12, 13)",山东,镇江,"['此时', '的', '辽东半岛', '东部', '和', '南部', '已经', '被', '山东', '军', '攻克', '，', '镇江', '到', '辽东半岛', '这片', '区域', '也', '已经', '攻克', '，', '只要', '封锁', '了', '登州', '到', '辽东半岛', '这', '条', '通道', '，', '就', '能', '封锁', '清军', '返回', '辽东', '的', '路线', '，', '这些', '战船', '无论是', '逃', '到', '辽东半岛', '，', '还是', '跑', '到', '鸭绿江', '，', '或', '亦', '是', '漂流', '过去', '的', '，', '大多', '都', '会', '被', '山东', '军', '俘获', '。']",军阀治世.txt
Ns,Ns,"(8, 9)","(14, 15)",山东,辽东半岛,"['此时', '的', '辽东半岛', '东部', '和', '南部', '已经', '被', '山东', '军', '攻克', '，', '镇江', '到', '辽东半岛', '这片', '区域', '也', '已经', '攻克', '，', '只要', '封锁', '了', '登州', '到', '辽东半岛', '这', '条', '通道', '，', '就', '能', '封锁', '清军', '返回', '辽东', '的', '路线', '，', '这些', '战船', '无论是', '逃', '到', '辽东半岛', '，', '还是', '跑', '到', '鸭绿江', '，', '或', '亦', '是', '漂流', '过去', '的', '，', '大多', '都', '会', '被', '山东', '军', '俘获', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(14, 15)",镇江,辽东半岛,"['此时', '的', '辽东半岛', '东部', '和', '南部', '已经', '被', '山东', '军', '攻克', '，', '镇江', '到', '辽东半岛', '这片', '区域', '也', '已经', '攻克', '，', '只要', '封锁', '了', '登州', '到', '辽东半岛', '这', '条', '通道', '，', '就', '能', '封锁', '清军', '返回', '辽东', '的', '路线', '，', '这些', '战船', '无论是', '逃', '到', '辽东半岛', '，', '还是', '跑', '到', '鸭绿江', '，', '或', '亦', '是', '漂流', '过去', '的', '，', '大多', '都', '会', '被', '山东', '军', '俘获', '。']",军阀治世.txt
Ns,Ns,"(24, 25)","(26, 27)",登州,辽东半岛,"['此时', '的', '辽东半岛', '东部', '和', '南部', '已经', '被', '山东', '军', '攻克', '，', '镇江', '到', '辽东半岛', '这片', '区域', '也', '已经', '攻克', '，', '只要', '封锁', '了', '登州', '到', '辽东半岛', '这', '条', '通道', '，', '就', '能', '封锁', '清军', '返回', '辽东', '的', '路线', '，', '这些', '战船', '无论是', '逃', '到', '辽东半岛', '，', '还是', '跑', '到', '鸭绿江', '，', '或', '亦', '是', '漂流', '过去', '的', '，', '大多', '都', '会', '被', '山东', '军', '俘获', '。']",军阀治世.txt
Ns,Ns,"(45, 46)","(50, 51)",辽东半岛,鸭绿江,"['此时', '的', '辽东半岛', '东部', '和', '南部', '已经', '被', '山东', '军', '攻克', '，', '镇江', '到', '辽东半岛', '这片', '区域', '也', '已经', '攻克', '，', '只要', '封锁', '了', '登州', '到', '辽东半岛', '这', '条', '通道', '，', '就', '能', '封锁', '清军', '返回', '辽东', '的', '路线', '，', '这些', '战船', '无论是', '逃', '到', '辽东半岛', '，', '还是', '跑', '到', '鸭绿江', '，', '或', '亦', '是', '漂流', '过去', '的', '，', '大多', '都', '会', '被', '山东', '军', '俘获', '。']",军阀治世.txt
Ns,Ns,"(26, 27)","(31, 32)",龙口,辽东,"['第一', '舰队', '的', '六艘', '战舰', '，', '随即', '向', '逃', '向', '辽东湾', '的', '清军', '战船', '追', '去', '，', '舰队', '中', '的', '两艘', '飞剪', '船', '，', '一艘', '急报', '龙口', '军部', '，', '一艘', '急报', '辽东', '参谋部', '。']",军阀治世.txt
Ns,Ns,"(21, 22)","(28, 29)",朝鲜,山东,"['而', '逃走', '的', '二十几', '艘', '清军', '战船', '，', '很', '有', '可能', '会', '在', '辽东半岛', '登陆', '，', '有些', '或者', '会', '跑', '回', '朝鲜', '，', '甚至', '可能', '会', '跑', '到', '山东', '来', '，', '那些', '漂流', '的', '清军', '战船', '，', '也', '有', '可能', '会', '漂流到', '山东', '。']",军阀治世.txt
Ns,Ns,"(9, 10)","(16, 17)",朝鲜,辽东,"['“', '主公', '，', '清军', '水师', '满载', '人马', '，', '从', '朝鲜', '出发', '，', '想要', '从', '海路', '返回', '辽东', '，', '黄台吉', '很', '有', '可能', '就', '在', '船上', '。', '”']",军阀治世.txt
Ns,Nh,"(16, 17)","(18, 19)",辽东,黄台吉,"['“', '主公', '，', '清军', '水师', '满载', '人马', '，', '从', '朝鲜', '出发', '，', '想要', '从', '海路', '返回', '辽东', '，', '黄台吉', '很', '有', '可能', '就', '在', '船上', '。', '”']",军阀治世.txt
Nh,Ns,"(9, 10)","(14, 15)",黄台吉,山东,"['赵岩', '特意', '交代', '道', '：', '“', '一定', '要', '将', '黄台吉', '活捉', '，', '同时', '让', '山东', '沿海', '卫所', '加强', '沿海', '警戒', '。', '”']",军阀治世.txt
Ni,Ns,"(8, 10)","(12, 13)",龙口军部,辽东湾,"['不过', '在', '晚上', '就', '看不见', '了', '，', '所以', '龙口', '军部', '还', '在', '辽东湾', '内', '分布', '了', '十五艘', '船只', '，', '以防', '有', '漏网之鱼', '。']",军阀治世.txt
Ns,Ns,"(1, 2)","(4, 5)",天黑,山东,"['在', '天黑', '之前', '，', '山东', '海军', '一共', '俘获', '了', '十几艘', '清军', '战船', '，', '俘获', '正', '白旗', '将近', '一千五百', '人', '，', '同时', '还有', '一千五百多', '匹', '战马', '。']",军阀治世.txt
Ns,Nh,"(11, 12)","(14, 15)",辽东,黄台吉,"['不过', '赵岩', '的', '期望', '注定', '要', '落空', '，', '走', '海路', '返回', '辽东', '的', '不是', '黄台吉', '，', '而是', '多尔衮', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(5, 6)",多尔衮,向南,"['多尔衮', '脸色', '骤变', '，', '“', '向南', '？']",军阀治世.txt
Ns,Nh,"(10, 11)","(12, 13)",山东,多尔衮,"['多尔衮', '断然', '说道', '，', '回', '辽', '不成', '，', '反而', '漂向', '山东', '，', '多尔衮', '已', '是', '陷入绝境', '，', '自然', '要', '为', '以后', '做些', '考虑', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(7, 8)",多尔衮,山东,"['昨夜', '多尔衮', '想', '了', '一个', '晚上', '，', '山东', '军', '不论是', '陆上', '还是', '海上', '，', '都', '比', '大清', '要', '强大', '，', '山东', '身处', '明国', '境内', '，', '随时', '可以', '调用', '庞大', '的', '人力', '和', '物力', '，', '只要', '按照', '山东', '军', '的', '方式', '训练', '一番', '，', '便', '能', '源源不断', '的', '将', '病源', '投入', '辽东', '战场', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(22, 23)",山东,明国,"['昨夜', '多尔衮', '想', '了', '一个', '晚上', '，', '山东', '军', '不论是', '陆上', '还是', '海上', '，', '都', '比', '大清', '要', '强大', '，', '山东', '身处', '明国', '境内', '，', '随时', '可以', '调用', '庞大', '的', '人力', '和', '物力', '，', '只要', '按照', '山东', '军', '的', '方式', '训练', '一番', '，', '便', '能', '源源不断', '的', '将', '病源', '投入', '辽东', '战场', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(7, 8)",多尔衮,山东,"['多尔衮', '虽然', '未曾', '在', '陆上', '见识', '过', '山东', '军', '的', '战斗力', '，', '但多铎', '所言', '山东', '军', '火器', '之', '犀利', '超出', '所有', '明军', '，', '同时', '山东', '军', '的', '装备', '也', '比', '各', '路明军', '都', '要', '好', '，', '更是', '一支', '精锐之师', '。']",军阀治世.txt
Ns,Ns,"(7, 8)","(14, 15)",山东,山东,"['多尔衮', '虽然', '未曾', '在', '陆上', '见识', '过', '山东', '军', '的', '战斗力', '，', '但多铎', '所言', '山东', '军', '火器', '之', '犀利', '超出', '所有', '明军', '，', '同时', '山东', '军', '的', '装备', '也', '比', '各', '路明军', '都', '要', '好', '，', '更是', '一支', '精锐之师', '。']",军阀治世.txt
Nh,Ns,"(6, 7)","(10, 11)",多尔衮,山东,"['此番', '海上', '遭遇', '，', '也', '让', '多尔衮', '见识', '到', '了', '山东', '军', '的', '火炮', '之', '强悍', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(6, 7)",黄台吉,朝鲜,"['此番', '黄台吉', '六万', '大军', '被围', '在', '朝鲜', '，', '加上', '他', '的', '正', '白旗', '，', '达到', '七万', '人', '。']",军阀治世.txt
Nh,Ns,"(9, 10)","(11, 13)",多尔衮,成山卫登岛,"['很快', '被', '巡视', '海域', '的', '成山', '卫', '发现', '，', '多尔衮', '在', '成山', '卫登岛', '时', '，', '马上', '命人', '送', '去', '了', '早已', '些', '好', '的', '投诚', '书', '。']",军阀治世.txt
Nh,Ns,"(22, 23)","(25, 26)",黄台吉,朝鲜,"['赵岩', '十六日', '就', '接到', '报告', '，', '从', '俘虏', '的', '清军', '口中', '得知', '，', '此次', '出海', '的', '是', '多尔衮', '的', '正', '白旗', '，', '黄台吉', '还', '在', '朝鲜', '。']",军阀治世.txt
Nh,Nh,"(11, 12)","(15, 16)",多尔衮,赵岩,"['突然', '又', '接到', '了', '成山', '卫', '的', '报告', '，', '说', '什么', '多尔衮', '前来', '投诚', '，', '赵岩', '听', '了', '冷', '哼', '道', '：', '“', '走投无路', '了', '就', '想', '投诚', '？']",军阀治世.txt
Nh,Ns,"(3, 4)","(5, 6)",多尔衮,赵家堡,"['让', '成山', '卫把', '多尔衮', '解押', '赵家堡', '军事法庭', '。', '”']",军阀治世.txt
Ns,Nh,"(1, 2)","(7, 8)",辽东,多铎,"['根据', '辽东', '特战', '大队', '回报', '，', '现在', '多铎', '已经', '掌控', '了', '伪清', '大多', '兵力', '，', '多尔衮', '又', '是', '多铎', '的', '亲生', '兄弟', '。']",军阀治世.txt
Nh,Nh,"(1, 2)","(5, 6)",豪格,多尔衮,"['“', '豪格', '、', '代善', '、', '多尔衮', '都', '完蛋', '了', '，', '下', '一个', '，', '就', '拿', '黄台吉', '开刀', '。', '”']",军阀治世.txt
Ns,Ns,"(3, 4)","(6, 7)",辽东,山东,"['“', '大捷', '，', '辽东', '大捷', '，', '山东', '军', '击毙', '清军', '两万余', '，', '豪格', '、', '代善', '被', '毙', '，', '多尔衮', '被俘', '。', '”']",军阀治世.txt
Ns,Nh,"(6, 7)","(12, 13)",山东,豪格,"['“', '大捷', '，', '辽东', '大捷', '，', '山东', '军', '击毙', '清军', '两万余', '，', '豪格', '、', '代善', '被', '毙', '，', '多尔衮', '被俘', '。', '”']",军阀治世.txt
Nh,Nh,"(12, 13)","(18, 19)",豪格,多尔衮,"['“', '大捷', '，', '辽东', '大捷', '，', '山东', '军', '击毙', '清军', '两万余', '，', '豪格', '、', '代善', '被', '毙', '，', '多尔衮', '被俘', '。', '”']",军阀治世.txt
Nh,Nh,"(1, 2)","(8, 9)",赵,赵,"['“', '赵', '将军', '又', '打胜仗', '了', '，', '只要', '赵', '将军', '在', '我们', '山东', '一天', '，', '我们', '山东', '就', '不用', '怕', '遭受', '兵灾', '了', '。', '”']",军阀治世.txt
Nh,Ns,"(8, 9)","(12, 13)",赵,山东,"['“', '赵', '将军', '又', '打胜仗', '了', '，', '只要', '赵', '将军', '在', '我们', '山东', '一天', '，', '我们', '山东', '就', '不用', '怕', '遭受', '兵灾', '了', '。', '”']",军阀治世.txt
Ns,Ns,"(12, 13)","(16, 17)",山东,山东,"['“', '赵', '将军', '又', '打胜仗', '了', '，', '只要', '赵', '将军', '在', '我们', '山东', '一天', '，', '我们', '山东', '就', '不用', '怕', '遭受', '兵灾', '了', '。', '”']",军阀治世.txt
Nh,Ns,"(13, 14)","(20, 21)",赵,山东,"['“', '可不是', '，', '现在', '山东', '连', '一个', '土匪', '都', '找', '不到', '，', '全是', '赵', '将军', '的', '功劳', '，', '而且', '现在', '山东', '试改', '，', '也', '是', '赵', '将军', '做', '的', '。', '”']",军阀治世.txt
Ns,Nh,"(20, 21)","(25, 26)",山东,赵,"['“', '可不是', '，', '现在', '山东', '连', '一个', '土匪', '都', '找', '不到', '，', '全是', '赵', '将军', '的', '功劳', '，', '而且', '现在', '山东', '试改', '，', '也', '是', '赵', '将军', '做', '的', '。', '”']",军阀治世.txt
Nh,Ns,"(1, 2)","(6, 7)",赵,辽东,"['“', '赵', '将军', '已经', '派兵', '到', '辽东', '杀建虏', '去', '了', '，', '一颗', '脑袋', '可值', '五十两', '银子', '，', '不', '知道', '现在', '还', '招', '不', '招兵', '。', '”']",军阀治世.txt
Ns,Ns,"(0, 1)","(7, 8)",山东,辽东,"['山东', '的', '乡绅', '个个', '都', '注意', '着', '辽东', '的', '战况', '，', '这', '事关', '赵岩', '能否', '兑现', '许诺', '。']",军阀治世.txt
Ns,Nh,"(7, 8)","(13, 14)",辽东,赵岩,"['山东', '的', '乡绅', '个个', '都', '注意', '着', '辽东', '的', '战况', '，', '这', '事关', '赵岩', '能否', '兑现', '许诺', '。']",军阀治世.txt
Ns,Nh,"(1, 2)","(7, 8)",山东,赵岩,"['此时', '山东', '的', '乡绅', '表面', '上', '对', '赵岩', '很', '恭顺', '，', '没有', '怎么', '阻拦', '赵岩', '在', '山东', '的', '试改', '。']",军阀治世.txt
Nh,Nh,"(7, 8)","(14, 15)",赵岩,赵岩,"['此时', '山东', '的', '乡绅', '表面', '上', '对', '赵岩', '很', '恭顺', '，', '没有', '怎么', '阻拦', '赵岩', '在', '山东', '的', '试改', '。']",军阀治世.txt
Nh,Ns,"(14, 15)","(16, 17)",赵岩,山东,"['此时', '山东', '的', '乡绅', '表面', '上', '对', '赵岩', '很', '恭顺', '，', '没有', '怎么', '阻拦', '赵岩', '在', '山东', '的', '试改', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(16, 17)",东三府,西三府,"['事实上', '很多', '乡绅', '对试', '改', '的', '怨念', '很大', '，', '主要', '也', '就是', '东三府', '的', '乡绅', '，', '西三府', '的', '乡绅', '还好', '上', '一些', '。']",军阀治世.txt
Nh,Nh,"(1, 2)","(6, 7)",赵岩,赵岩,"['同时', '赵岩', '无视', '海禁', '，', '随着', '赵岩', '手上', '的', '近海', '运输', '船只', '的', '增多', '，', '分担', '了', '一些', '京杭大运河', '的', '流量', '，', '虽然', '短期内', '没什么', '问题', '，', '但', '若', '是', '人们', '都', '习惯', '走', '海路', '，', '那么', '西三府', '的', '经济', '就', '会', '遭受', '较大', '的', '冲击', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(3, 4)",赵家堡,张氏,"['赵家堡', '内', '，', '张氏', '最近', '经常', '出门', '走动', '，', '到', '赵家堡', '的', '军部', '询问', '辽东', '战况', '，', '辽东', '战事', '一起', '，', '张氏', '就', '为', '赵岩', '担心', '了', '起来', '。']",军阀治世.txt
Nh,Ns,"(3, 4)","(10, 11)",张氏,赵家堡,"['赵家堡', '内', '，', '张氏', '最近', '经常', '出门', '走动', '，', '到', '赵家堡', '的', '军部', '询问', '辽东', '战况', '，', '辽东', '战事', '一起', '，', '张氏', '就', '为', '赵岩', '担心', '了', '起来', '。']",军阀治世.txt
Ns,Ns,"(10, 11)","(14, 15)",赵家堡,辽东,"['赵家堡', '内', '，', '张氏', '最近', '经常', '出门', '走动', '，', '到', '赵家堡', '的', '军部', '询问', '辽东', '战况', '，', '辽东', '战事', '一起', '，', '张氏', '就', '为', '赵岩', '担心', '了', '起来', '。']",军阀治世.txt
Ns,Ns,"(10, 11)","(17, 18)",赵家堡,辽东,"['赵家堡', '内', '，', '张氏', '最近', '经常', '出门', '走动', '，', '到', '赵家堡', '的', '军部', '询问', '辽东', '战况', '，', '辽东', '战事', '一起', '，', '张氏', '就', '为', '赵岩', '担心', '了', '起来', '。']",军阀治世.txt
Ns,Ns,"(14, 15)","(17, 18)",辽东,辽东,"['赵家堡', '内', '，', '张氏', '最近', '经常', '出门', '走动', '，', '到', '赵家堡', '的', '军部', '询问', '辽东', '战况', '，', '辽东', '战事', '一起', '，', '张氏', '就', '为', '赵岩', '担心', '了', '起来', '。']",军阀治世.txt
Ns,Nh,"(14, 15)","(21, 22)",辽东,张氏,"['赵家堡', '内', '，', '张氏', '最近', '经常', '出门', '走动', '，', '到', '赵家堡', '的', '军部', '询问', '辽东', '战况', '，', '辽东', '战事', '一起', '，', '张氏', '就', '为', '赵岩', '担心', '了', '起来', '。']",军阀治世.txt
